0,1
data/hcs_augmented_combination_dataset/008_0_41_black_3_RandomRotate_RandomHorizontalShear.png,Ke8
data/hcs_augmented_combination_dataset/035_1_11_black_5_RandomHorizontalShear_RandomRotate.png,Nh5
data/hcs_augmented_combination_dataset/108_0_20_black_2_RandomHorizontalScale_RandomRotate.png,Bh3
data/hcs_augmented_combination_dataset/114_0_43_white_7_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Rg5
data/hcs_augmented_combination_dataset/088_1_29_white_9_RandomRotate.png,h5
data/hcs_augmented_combination_dataset/112_0_18_white_7_RandomRotate_RandomHorizontalScale_RandomHorizontalShear.png,Nc3
data/hcs_augmented_combination_dataset/039_0_2_white_2_RandomHorizontalShear.png,Nc2+
data/hcs_augmented_combination_dataset/145_0_37_black_8_RandomHorizontalShear_RandomRotate.png,Rxg3+
data/hcs_augmented_combination_dataset/026_0_7_black_0_RandomHorizontalShear.png,O-O
data/hcs_augmented_combination_dataset/105_0_10_white_1_RandomHorizontalShear_RandomRotate.png,Ra+
data/hcs_augmented_combination_dataset/070_0_30_black_4_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Bc2
data/hcs_augmented_combination_dataset/106_0_3_black_7_RandomRotate_RandomHorizontalScale.png,cxd4
data/hcs_augmented_combination_dataset/061_0_26_black_5_RandomHorizontalScale.png,Rhe4
data/hcs_augmented_combination_dataset/128_0_2_white_4_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,d4
data/hcs_augmented_combination_dataset/059_0_21_white_8_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Rc8
data/hcs_augmented_combination_dataset/087_0_2_black_4_RandomRotate_RandomHorizontalScale.png,d5
data/hcs_augmented_combination_dataset/075_0_21_black_7_RandomRotate_RandomHorizontalShear.png,Ke4
data/hcs_augmented_combination_dataset/034_1_16_white_6_RandomRotate.png,cxd4
data/hcs_augmented_combination_dataset/008_0_12_white_1_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Bb3
data/hcs_augmented_combination_dataset/098_0_12_black_0_RandomRotate.png,Ne4
data/hcs_augmented_combination_dataset/143_0_3_white_6_RandomHorizontalShear_RandomRotate.png,Bb2
data/hcs_augmented_combination_dataset/031_0_32_white_1_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,gxf5
data/hcs_augmented_combination_dataset/071_1_13_white_8_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Nb1
data/hcs_augmented_combination_dataset/132_0_12_black_1_RandomHorizontalScale_RandomHorizontalShear.png,Ba7
data/hcs_augmented_combination_dataset/022_1_9_white_2_RandomHorizontalScale.png,Qe3
data/hcs_augmented_combination_dataset/001_1_16_white_5_RandomHorizontalScale.png,Bd3
data/hcs_augmented_combination_dataset/079_1_32_black_3_RandomHorizontalScale.png,Rb2
data/hcs_augmented_combination_dataset/151_0_2_black_1_RandomHorizontalShear.png,d5
data/hcs_augmented_combination_dataset/075_0_24_white_3_RandomHorizontalShear_RandomRotate.png,g3+
data/hcs_augmented_combination_dataset/034_1_26_black_0_RandomRotate.png,Rc6
data/hcs_augmented_combination_dataset/008_0_22_white_9_RandomHorizontalShear.png,Bc1
data/hcs_augmented_combination_dataset/040_1_15_white_1_RandomHorizontalShear_RandomRotate.png,Nxd6+
data/hcs_augmented_combination_dataset/079_0_28_white_7_RandomHorizontalScale_RandomRotate.png,Re3
data/hcs_augmented_combination_dataset/147_0_47_white_4_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Bc6
data/hcs_augmented_combination_dataset/119_0_14_black_6_RandomRotate.png,Nc6
data/hcs_augmented_combination_dataset/102_1_7_black_9_RandomRotate_RandomHorizontalScale.png,Qxf6
data/hcs_augmented_combination_dataset/023_1_24_black_6_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Re6
data/hcs_augmented_combination_dataset/113_0_53_white_1_RandomRotate.png,g7
data/hcs_augmented_combination_dataset/070_0_31_white_4_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Rb2
data/hcs_augmented_combination_dataset/034_0_28_black_0_RandomRotate.png,Rc6
data/hcs_augmented_combination_dataset/130_0_10_white_5_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Bg5
data/hcs_augmented_combination_dataset/130_0_20_white_0_RandomHorizontalShear_RandomHorizontalScale.png,Ba4
data/hcs_augmented_combination_dataset/090_0_35_white_3_RandomHorizontalShear.png,Qf2
data/hcs_augmented_combination_dataset/138_0_55_white_5_RandomRotate_RandomHorizontalShear.png,Qxg6+
data/hcs_augmented_combination_dataset/041_0_11_white_7_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,O-O
data/hcs_augmented_combination_dataset/107_0_14_black_9_RandomHorizontalShear.png,Be6
data/hcs_augmented_combination_dataset/043_0_19_black_7_RandomHorizontalScale.png,Qd7
data/hcs_augmented_combination_dataset/055_1_16_white_5_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Rh1
data/hcs_augmented_combination_dataset/016_0_2_black_5_RandomHorizontalShear_RandomHorizontalScale.png,d5
data/hcs_augmented_combination_dataset/054_0_13_white_4_RandomRotate_RandomHorizontalScale_RandomHorizontalShear.png,Ba4
data/hcs_augmented_combination_dataset/017_0_5_black_7_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,O-O
data/hcs_augmented_combination_dataset/060_0_16_black_4_RandomHorizontalShear.png,Nd5
data/hcs_augmented_combination_dataset/122_0_33_white_5_RandomRotate_RandomHorizontalScale_RandomHorizontalShear.png,Bxg6
data/hcs_augmented_combination_dataset/091_1_15_black_8_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Kxh7
data/hcs_augmented_combination_dataset/008_1_19_white_7_RandomHorizontalShear_RandomRotate.png,b3
data/hcs_augmented_combination_dataset/143_0_17_white_1_RandomHorizontalScale.png,exf4
data/hcs_augmented_combination_dataset/040_1_2_white_0_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,d4
data/hcs_augmented_combination_dataset/079_0_42_black_8_RandomRotate_RandomHorizontalShear.png,Rxc3+
data/hcs_augmented_combination_dataset/005_1_1_white_0_RandomHorizontalShear_RandomHorizontalScale.png,e4
data/hcs_augmented_combination_dataset/146_0_22_white_5_RandomHorizontalScale_RandomRotate.png,Rf8
data/hcs_augmented_combination_dataset/094_0_10_white_7_RandomRotate.png,O-O
data/hcs_augmented_combination_dataset/025_0_23_black_4_RandomHorizontalShear_RandomRotate.png,c6
data/hcs_augmented_combination_dataset/116_0_7_white_1_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Bb3
data/hcs_augmented_combination_dataset/095_1_28_black_8_RandomHorizontalShear_RandomHorizontalScale.png,Rxc1
data/hcs_augmented_combination_dataset/008_1_11_white_5_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,QxQ
data/hcs_augmented_combination_dataset/117_0_30_black_5_RandomHorizontalShear_RandomHorizontalScale.png,Bc4
data/hcs_augmented_combination_dataset/040_0_21_white_7_RandomHorizontalScale.png,Qf3
data/hcs_augmented_combination_dataset/058_0_36_white_9_RandomHorizontalShear_RandomHorizontalScale.png,Ke1
data/hcs_augmented_combination_dataset/072_0_15_white_7_RandomHorizontalScale.png,Nd5
data/hcs_augmented_combination_dataset/117_0_10_black_9_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,O-O
data/hcs_augmented_combination_dataset/103_1_56_white_4_RandomHorizontalShear.png,Qxg6
data/hcs_augmented_combination_dataset/053_0_12_white_8_RandomRotate.png,Nxe4
data/hcs_augmented_combination_dataset/071_0_34_white_1_RandomHorizontalShear_RandomRotate.png,Nd2
data/hcs_augmented_combination_dataset/099_1_2_black_0_RandomRotate.png,Bg7
data/hcs_augmented_combination_dataset/107_0_9_white_2_RandomRotate.png,f3
data/hcs_augmented_combination_dataset/080_0_9_white_8_RandomHorizontalScale.png,Re1
data/hcs_augmented_combination_dataset/158_0_38_white_1_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Kd1
data/hcs_augmented_combination_dataset/079_1_43_white_2_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Kf4
data/hcs_augmented_combination_dataset/119_0_3_white_4_RandomHorizontalScale_RandomRotate.png,e3
data/hcs_augmented_combination_dataset/153_0_46_white_5_RandomHorizontalScale.png,Kd2
data/hcs_augmented_combination_dataset/094_0_19_black_0_RandomRotate.png,Nxd3
data/hcs_augmented_combination_dataset/029_0_8_black_6_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,a6
data/hcs_augmented_combination_dataset/137_0_40_black_8_RandomHorizontalShear.png,b3
data/hcs_augmented_combination_dataset/113_0_5_black_7_RandomRotate.png,Bd6
data/hcs_augmented_combination_dataset/071_0_24_black_3_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Bc4
data/hcs_augmented_combination_dataset/008_1_13_white_9_RandomRotate_RandomHorizontalShear.png,Nd2
data/hcs_augmented_combination_dataset/022_0_7_black_7_RandomHorizontalShear.png,c6
data/hcs_augmented_combination_dataset/031_0_19_white_0_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Bc2
data/hcs_augmented_combination_dataset/130_0_31_white_2_RandomRotate_RandomHorizontalShear.png,Rf1
data/hcs_augmented_combination_dataset/062_0_14_white_6_RandomHorizontalScale.png,Be8
data/hcs_augmented_combination_dataset/105_0_11_white_9_RandomHorizontalScale_RandomRotate.png,Ra3
data/hcs_augmented_combination_dataset/069_0_17_black_6_RandomHorizontalScale_RandomRotate.png,Nd5
data/hcs_augmented_combination_dataset/097_1_3_black_0_RandomHorizontalScale.png,Bg7
data/hcs_augmented_combination_dataset/104_0_8_black_8_RandomRotate_RandomHorizontalShear.png,Nbc6
data/hcs_augmented_combination_dataset/110_0_21_white_8_RandomHorizontalShear_RandomHorizontalScale.png,Ba4
data/hcs_augmented_combination_dataset/044_0_54_black_2_RandomHorizontalScale.png,Ke7
data/hcs_augmented_combination_dataset/072_0_5_white_6_RandomHorizontalScale_RandomHorizontalShear.png,Nc3
data/hcs_augmented_combination_dataset/155_0_18_white_7_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Ba3
data/hcs_augmented_combination_dataset/024_1_22_white_3_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Rxc7
data/hcs_augmented_combination_dataset/158_0_5_white_2_RandomHorizontalScale.png,BxN6
data/hcs_augmented_combination_dataset/058_0_39_black_5_RandomHorizontalShear.png,Qb2+
data/hcs_augmented_combination_dataset/025_0_32_black_6_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Qf4+
data/hcs_augmented_combination_dataset/021_1_43_black_0_RandomHorizontalShear.png,Rf3
data/hcs_augmented_combination_dataset/141_0_1_white_3_RandomHorizontalShear_RandomRotate.png,e4
data/hcs_augmented_combination_dataset/045_1_38_black_2_RandomHorizontalScale_RandomRotate.png,Kb7
data/hcs_augmented_combination_dataset/122_0_1_black_1_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,d5
data/hcs_augmented_combination_dataset/028_0_4_white_5_RandomRotate.png,Bxe6
data/hcs_augmented_combination_dataset/115_0_7_white_1_RandomHorizontalShear.png,d3
data/hcs_augmented_combination_dataset/148_0_3_black_3_RandomRotate_RandomHorizontalScale.png,a5
data/hcs_augmented_combination_dataset/109_0_7_black_1_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,d6
data/hcs_augmented_combination_dataset/060_0_25_black_5_RandomHorizontalScale_RandomRotate.png,c5
data/hcs_augmented_combination_dataset/010_0_22_white_9_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Bxd8
data/hcs_augmented_combination_dataset/069_0_1_white_4_RandomHorizontalScale.png,d4
data/hcs_augmented_combination_dataset/157_0_34_black_7_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Rxe4
data/hcs_augmented_combination_dataset/078_0_42_white_0_RandomHorizontalScale_RandomHorizontalShear.png,Rc8
data/hcs_augmented_combination_dataset/123_0_34_black_1_RandomHorizontalScale_RandomRotate.png,fxe6
data/hcs_augmented_combination_dataset/110_0_15_white_8_RandomRotate_RandomHorizontalScale.png,QxQ
data/hcs_augmented_combination_dataset/091_1_4_white_1_RandomHorizontalShear_RandomRotate.png,Nxd4
data/hcs_augmented_combination_dataset/044_0_27_black_8_RandomHorizontalScale_RandomHorizontalShear.png,g6
data/hcs_augmented_combination_dataset/001_0_26_white_0_RandomHorizontalShear.png,Bc5
data/hcs_augmented_combination_dataset/040_0_10_white_9_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Qxd3
data/hcs_augmented_combination_dataset/125_0_4_white_5_RandomHorizontalShear.png,d5
data/hcs_augmented_combination_dataset/143_0_49_black_8_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,axb5
data/hcs_augmented_combination_dataset/013_0_22_white_2_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Qf1
data/hcs_augmented_combination_dataset/115_0_1_black_0_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,c6
data/hcs_augmented_combination_dataset/055_0_24_black_6_RandomRotate_RandomHorizontalShear.png,Rxe6
data/hcs_augmented_combination_dataset/148_0_20_black_1_RandomRotate_RandomHorizontalShear.png,Nf7
data/hcs_augmented_combination_dataset/113_0_53_black_8_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Kg2
data/hcs_augmented_combination_dataset/047_0_14_white_1_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,bxc4
data/hcs_augmented_combination_dataset/124_0_19_black_9_RandomHorizontalScale.png,h6
data/hcs_augmented_combination_dataset/137_0_32_white_3_RandomHorizontalShear.png,g3
data/hcs_augmented_combination_dataset/090_1_43_white_6_RandomHorizontalShear.png,Qf2
data/hcs_augmented_combination_dataset/089_1_2_white_2_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Nc3
data/hcs_augmented_combination_dataset/157_0_21_black_0_RandomHorizontalShear.png,Qxd4
data/hcs_augmented_combination_dataset/045_0_34_black_2_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Kd7
data/hcs_augmented_combination_dataset/088_0_32_white_7_RandomHorizontalScale.png,Ne7
data/hcs_augmented_combination_dataset/022_1_28_white_2_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Nxb
data/hcs_augmented_combination_dataset/005_1_22_white_8_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,Bxd8+
data/hcs_augmented_combination_dataset/023_1_6_white_5_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,e3
data/hcs_augmented_combination_dataset/012_0_24_white_8_RandomHorizontalShear_RandomHorizontalScale.png,Rc1
data/hcs_augmented_combination_dataset/017_1_4_white_3_RandomRotate_RandomHorizontalScale_RandomHorizontalShear.png,Nf3
data/hcs_augmented_combination_dataset/093_1_13_white_9_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Re1
data/hcs_augmented_combination_dataset/133_0_16_white_4_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Qf2
data/hcs_augmented_combination_dataset/074_0_42_black_7_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,hxg4
data/hcs_augmented_combination_dataset/136_0_6_white_1_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Nxc6
data/hcs_augmented_combination_dataset/022_1_4_white_1_RandomHorizontalScale_RandomHorizontalShear.png,Qe2
data/hcs_augmented_combination_dataset/096_1_12_black_7_RandomHorizontalShear.png,Ba5
data/hcs_augmented_combination_dataset/118_0_24_black_8_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Bxd4
data/hcs_augmented_combination_dataset/023_0_16_white_7_RandomHorizontalScale.png,Qd4
data/hcs_augmented_combination_dataset/026_0_36_black_5_RandomHorizontalScale_RandomHorizontalShear.png,Be8
data/hcs_augmented_combination_dataset/016_0_19_white_8_RandomHorizontalShear.png,Rhe1
data/hcs_augmented_combination_dataset/068_0_28_white_5_RandomHorizontalShear_RandomHorizontalScale.png,Qd6
data/hcs_augmented_combination_dataset/148_0_20_white_9_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,f4
data/hcs_augmented_combination_dataset/133_0_25_black_2_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Rxe8
data/hcs_augmented_combination_dataset/078_0_34_black_3_RandomRotate_RandomHorizontalShear.png,Ra5
data/hcs_augmented_combination_dataset/108_1_6_white_6_RandomHorizontalScale_RandomHorizontalShear.png,Qd5
data/hcs_augmented_combination_dataset/037_0_50_white_7_RandomHorizontalScale.png,Kh3
data/hcs_augmented_combination_dataset/136_0_7_white_1_RandomHorizontalShear_RandomHorizontalScale.png,Bc4
data/hcs_augmented_combination_dataset/096_0_27_white_8_RandomHorizontalScale_RandomHorizontalShear.png,Bxa5
data/hcs_augmented_combination_dataset/037_1_18_white_9_RandomHorizontalScale_RandomHorizontalShear.png,Nxe4
data/hcs_augmented_combination_dataset/101_0_7_white_0_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Bc4
data/hcs_augmented_combination_dataset/158_0_40_black_0_RandomHorizontalShear_RandomHorizontalScale.png,a3
data/hcs_augmented_combination_dataset/085_0_18_white_3_RandomHorizontalScale.png,exf7+
data/hcs_augmented_combination_dataset/156_0_31_black_9_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,h5
data/hcs_augmented_combination_dataset/143_0_25_black_0_RandomRotate.png,Rfd8
data/hcs_augmented_combination_dataset/037_0_16_white_5_RandomRotate_RandomHorizontalShear.png,Bxd6
data/hcs_augmented_combination_dataset/138_0_33_white_6_RandomRotate.png,cxd4
data/hcs_augmented_combination_dataset/099_0_23_black_8_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Qc5
data/hcs_augmented_combination_dataset/009_0_20_black_9_RandomRotate.png,Nc6
data/hcs_augmented_combination_dataset/070_0_37_white_2_RandomHorizontalScale_RandomHorizontalShear.png,Rc2
data/hcs_augmented_combination_dataset/053_1_6_white_9_RandomHorizontalShear.png,b3
data/hcs_augmented_combination_dataset/074_0_32_black_4_RandomRotate.png,Qf4
data/hcs_augmented_combination_dataset/037_0_36_white_8_RandomHorizontalShear_RandomRotate.png,Qc1
data/hcs_augmented_combination_dataset/102_1_21_black_2_RandomHorizontalScale.png,Kf8
data/hcs_augmented_combination_dataset/071_0_1_white_7_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,d4
data/hcs_augmented_combination_dataset/049_0_6_black_3_RandomHorizontalShear.png,Nge7
data/hcs_augmented_combination_dataset/033_0_4_white_8_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,d5
data/hcs_augmented_combination_dataset/025_1_16_black_6_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Nxe3
data/hcs_augmented_combination_dataset/038_0_9_black_4_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Kd7
data/hcs_augmented_combination_dataset/037_1_37_white_0_RandomHorizontalShear_RandomRotate.png,Qc1
data/hcs_augmented_combination_dataset/080_1_6_black_3_RandomHorizontalScale.png,Nd7
data/hcs_augmented_combination_dataset/079_0_49_black_0_RandomRotate.png,Bh1+
data/hcs_augmented_combination_dataset/115_0_15_white_1_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Rf2
data/hcs_augmented_combination_dataset/060_0_27_black_8_RandomHorizontalScale_RandomRotate.png,Bd6
data/hcs_augmented_combination_dataset/009_0_20_white_1_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Bd3
data/hcs_augmented_combination_dataset/023_1_2_white_0_RandomRotate_RandomHorizontalShear.png,c4
data/hcs_augmented_combination_dataset/064_0_17_white_1_RandomRotate.png,Be2
data/hcs_augmented_combination_dataset/038_0_11_black_2_RandomHorizontalScale.png,Ke7
data/hcs_augmented_combination_dataset/031_0_14_white_5_RandomHorizontalScale_RandomRotate.png,Bh4
data/hcs_augmented_combination_dataset/154_0_2_white_3_RandomHorizontalShear_RandomRotate_RandomHorizontalScale.png,e4
data/hcs_augmented_combination_dataset/093_1_18_white_7_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Nd4
data/hcs_augmented_combination_dataset/089_0_4_white_7_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Bg2
data/hcs_augmented_combination_dataset/088_1_5_white_7_RandomRotate_RandomHorizontalScale.png,d4
data/hcs_augmented_combination_dataset/141_0_13_black_5_RandomHorizontalScale_RandomRotate.png,Nc6
data/hcs_augmented_combination_dataset/043_0_3_black_9_RandomHorizontalScale_RandomRotate.png,Nf6
data/hcs_augmented_combination_dataset/052_1_7_white_3_RandomHorizontalShear.png,Be4
data/hcs_augmented_combination_dataset/146_0_23_white_6_RandomHorizontalShear.png,Rc7
data/hcs_augmented_combination_dataset/086_0_8_white_0_RandomRotate.png,c3
data/hcs_augmented_combination_dataset/071_1_14_white_2_RandomRotate.png,Re1
data/hcs_augmented_combination_dataset/013_0_20_white_2_RandomHorizontalShear_RandomHorizontalScale.png,Nf3
data/hcs_augmented_combination_dataset/068_0_6_black_3_RandomRotate_RandomHorizontalScale_RandomHorizontalShear.png,Qb4+
data/hcs_augmented_combination_dataset/041_1_2_black_4_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,c6
data/hcs_augmented_combination_dataset/022_0_11_black_8_RandomHorizontalShear.png,Bf5
data/hcs_augmented_combination_dataset/099_1_26_black_5_RandomRotate_RandomHorizontalShear.png,Rc8
data/hcs_augmented_combination_dataset/132_0_27_white_3_RandomRotate_RandomHorizontalScale.png,Kg1
data/hcs_augmented_combination_dataset/117_0_1_white_4_RandomHorizontalShear.png,d4
data/hcs_augmented_combination_dataset/044_0_48_black_7_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Kg7
data/hcs_augmented_combination_dataset/001_0_23_white_2_RandomRotate.png,Bd7
data/hcs_augmented_combination_dataset/133_0_19_black_1_RandomHorizontalShear.png,Qd7
data/hcs_augmented_combination_dataset/037_0_45_white_5_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Ke2
data/hcs_augmented_combination_dataset/043_0_13_black_7_RandomHorizontalShear.png,Qxe7
data/hcs_augmented_combination_dataset/108_1_4_black_7_RandomHorizontalShear_RandomHorizontalScale.png,Bc5
data/hcs_augmented_combination_dataset/103_0_17_white_3_RandomRotate_RandomHorizontalShear_RandomHorizontalScale.png,Be2
data/hcs_augmented_combination_dataset/134_0_15_black_0_RandomHorizontalScale_RandomHorizontalShear_RandomRotate.png,Bxe3
data/hcs_augmented_combination_dataset/121_0_11_white_0_RandomHorizontalScale_RandomRotate_RandomHorizontalShear.png,Nxd7
data/hcs_augmented_combination_dataset/126_0_36_white_0_RandomHorizontalShear_RandomHorizontalScale_RandomRotate.png,Kh2
data/hcs_augmented_combination_dataset/024_0_10_black_2_RandomRotate.png,Rd8
